EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,ObjectId
79667,1843094,REGULAR,HEINE BROTHERS COFFEE,,3060 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,2024/04/30 00:00:00,98,A,HEINE BROTHERS COFFEE,,2607
79712,1796857,REGULAR,PARK TERRACE,,9700 STONESTREET RD,,LOUISVILLE,KY,40272,FOOD SERVICE,2023/10/16 00:00:00,96,A,PARK TERRACE,,2608
79712,1839897,REGULAR,PARK TERRACE,,9700 STONESTREET RD,,LOUISVILLE,KY,40272,FOOD SERVICE,2024/04/19 00:00:00,96,C,PARK TERRACE,,2609
79712,1842135,FOLLOWUP,PARK TERRACE,,9700 STONESTREET RD,,LOUISVILLE,KY,40272,FOOD SERVICE,2024/04/26 00:00:00,99,A,PARK TERRACE,,2610
79765,1831178,REGULAR,BELLARMINE CATIE'S CAFE,,2001 NEWBURG RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/03/12 00:00:00,95,A,BELLARMINE CATIE'S CAFE,,2611
79765,1831179,REGULAR,BELLARMINE CATIE'S CAFE,,2001 NEWBURG RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/03/12 00:00:00,100,,BELLARMINE CATIE'S CAFE,,2612
79927,1819811,REGULAR,SIERRA TARASCA RESTAURANT,,6501 OLD SHEPHERDSVILLE RD,,LOUISVILLE,KY,40219,FOOD SERVICE,2024/01/23 00:00:00,96,A,SIERRA TARASCA RESTAURANT,,2613
79927,1856636,REGULAR,SIERRA TARASCA RESTAURANT,,6501 OLD SHEPHERDSVILLE RD,,LOUISVILLE,KY,40219,FOOD SERVICE,2024/06/18 00:00:00,97,A,SIERRA TARASCA RESTAURANT,,2614
80096,1813629,REGULAR,BJ'S RESTAURANT & BREWHOUSE,,7900 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE,2023/12/20 00:00:00,100,A,BJ'S RESTAURANT & BREWHOUSE,,2615
80096,1853926,REGULAR,BJ'S RESTAURANT & BREWHOUSE,,7900 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE,2024/06/07 00:00:00,98,A,BJ'S RESTAURANT & BREWHOUSE,,2616
80097,1797575,REGULAR,WALMART #4524,,5360 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/10/18 00:00:00,99,A,WALMART #4524,,2617
80097,1797576,REGULAR,WALMART #4524,,5360 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/10/18 00:00:00,99,,WALMART #4524,,2618
80097,1839371,REGULAR,WALMART #4524,,5360 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,001 SQ FT OR OVER",2024/04/17 00:00:00,99,A,WALMART #4524,,2619
80097,1839372,REGULAR,WALMART #4524,,5360 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,001 SQ FT OR OVER",2024/04/17 00:00:00,98,,WALMART #4524,,2620
80204,1807257,REGULAR,JACK FRY'S,,1007 BARDSTOWN RD,,LOUISVILLE,KY,40204,FOOD SERVICE,2023/11/21 00:00:00,100,A,JACK FRY'S,,2621
80204,1853548,REGULAR,JACK FRY'S,,1007 BARDSTOWN RD,,LOUISVILLE,KY,40204,FOOD SERVICE,2024/06/06 00:00:00,100,A,JACK FRY'S,,2622
80286,1823402,REGULAR,GERSTLE'S,,3801 FRANKFORT AVE,,LOUISVILLE,KY,40207,FOOD SERVICE,2024/02/06 00:00:00,99,A,GERSTLE'S,,2623
80287,1823400,REGULAR,OSAKA SUSHI BAR & CUISINE,,2039 FRANKFORT AVE,,LOUISVILLE,KY,40206,FOOD SERVICE,2024/02/06 00:00:00,97,A,OSAKA SUSHI BAR & CUISINE,,2624
80287,1870532,REGULAR,OSAKA SUSHI BAR & CUISINE,,2039 FRANKFORT AVE,,LOUISVILLE,KY,40206,FOOD SERVICE,2024/08/08 00:00:00,92,A,OSAKA SUSHI BAR & CUISINE,,2625
80291,1809302,REGULAR,SIGNATURE HEALTHCARE OF SOUTH LOUISVILLE,,1120 CRISTLAND RD,,LOUISVILLE,KY,40214,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/12/04 00:00:00,99,A,SIGNATURE HEALTHCARE OF SOUTH LOUISVILLE,,2626
80291,1854220,REGULAR,SIGNATURE HEALTHCARE OF SOUTH LOUISVILLE,,1120 CRISTLAND RD,,LOUISVILLE,KY,40214,FOOD SERVICE (HOSPITAL / NURSING HOME,2024/06/10 00:00:00,96,A,SIGNATURE HEALTHCARE OF SOUTH LOUISVILLE,,2627
80575,1805584,REGULAR,HAPPY KIDS DAYCARE,,4731 ROCKFORD PLAZA,,LOUISVILLE,KY,40216,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/11/17 00:00:00,98,A,HAPPY KIDS DAYCARE,,2628
80575,1856236,REGULAR,HAPPY KIDS DAYCARE,,4731 ROCKFORD PLAZA,,LOUISVILLE,KY,40216,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2024/06/17 00:00:00,98,A,HAPPY KIDS DAYCARE,,2629
80576,1849931,REGULAR,RALPH WRIGHT NATATORIUM,,2216 S FLOYD ST,,LOUISVILLE,KY,40208,STATIONARY RESTRICTED CONCESSON,2024/05/23 00:00:00,100,,RALPH WRIGHT NATATORIUM,,2630
82447,1815016,REGULAR,MOSAIC CHILD DEVELOPMENT CENTER,,8008 ST ANDREWS CHURCH RD,,LOUISVILLE,KY,40258,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2024/01/02 00:00:00,100,A,MOSAIC CHILD DEVELOPMENT CENTER,,2631
84024,1807707,REGULAR,RAINBOW BLOSSOM,,3046 BARDSTOWN RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/11/27 00:00:00,98,A,RAINBOW BLOSSOM,,2632
81570,1811571,REGULAR,DIERSEN CENTER / DISMAS CHARITY,,1218 W OAK ST,,LOUISVILLE,KY,40210,FOOD SERVICE,2023/12/13 00:00:00,100,A,DIERSEN CENTER / DISMAS CHARITY,,2633
83147,1847201,REGULAR,BUFFALO WILD WINGS,,4600 SHELBYVILLE RD,,LOUISVILLE,KY,40207,FOOD SERVICE,2024/05/13 00:00:00,100,A,BUFFALO WILD WINGS,,2634
78567,1841703,REGULAR,IMPELLIZZERI'S PIZZA,,1381 BARDSTOWN RD,,LOUISVILLE,KY,40204,FOOD SERVICE,2024/04/25 00:00:00,98,A,IMPELLIZZERI'S PIZZA,,2635
81570,1862195,REGULAR,DIERSEN CENTER / DISMAS CHARITY,,1218 W OAK ST,,LOUISVILLE,KY,40210,FOOD SERVICE,2024/07/08 00:00:00,100,A,DIERSEN CENTER / DISMAS CHARITY,,2636
85102,1806236,REGULAR,FRESH MARKET #97,,1805 RUDY LN,,LOUISVILLE,KY,40207,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/11/20 00:00:00,100,,FRESH MARKET #97,,2637
78571,1795846,REGULAR,CHAMPS ROLLERDROME HURSTBOURNE,,9851 LAGRANGE RD,,LOUISVILLE,KY,40223,FOOD SERVICE,2023/10/11 00:00:00,100,A,CHAMPS ROLLERDROME HURSTBOURNE,,2638
82447,1867800,REGULAR,MOSAIC CHILD DEVELOPMENT CENTER,,8008 ST ANDREWS CHURCH RD,,LOUISVILLE,KY,40258,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2024/07/30 00:00:00,100,A,MOSAIC CHILD DEVELOPMENT CENTER,,2639
84024,1807708,REGULAR,RAINBOW BLOSSOM,,3046 BARDSTOWN RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/11/27 00:00:00,99,,RAINBOW BLOSSOM,,2640
83179,1832316,REGULAR,PUERTO VALLARTA,,7813 BEULAH CHURCH RD,,LOUISVILLE,KY,40228,FOOD SERVICE,2024/03/14 00:00:00,98,A,PUERTO VALLARTA,,2641
81571,1799976,REGULAR,RED ROBIN,,5000 SHELBYVILLE RD,,LOUISVILLE,KY,40207,FOOD SERVICE,2023/10/25 00:00:00,98,A,RED ROBIN,,2642
85102,1806235,REGULAR,FRESH MARKET #97,,1805 RUDY LN,,LOUISVILLE,KY,40207,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/11/20 00:00:00,100,A,FRESH MARKET #97,,2643
78571,1837658,REGULAR,CHAMPS ROLLERDROME HURSTBOURNE,,9851 LAGRANGE RD,,LOUISVILLE,KY,40223,FOOD SERVICE,2024/04/10 00:00:00,99,A,CHAMPS ROLLERDROME HURSTBOURNE,,2644
82484,1828702,REGULAR,STRIKE ZONE,,911 PHILLIPS LN,,LOUISVILLE,KY,40209,FOOD SERVICE,2024/03/01 00:00:00,97,A,STRIKE ZONE,,2645
84024,1851681,REGULAR,RAINBOW BLOSSOM,,3046 BARDSTOWN RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/05/31 00:00:00,97,A,RAINBOW BLOSSOM,,2646
83179,1800836,REGULAR,PUERTO VALLARTA,,7813 BEULAH CHURCH RD,,LOUISVILLE,KY,40228,FOOD SERVICE,2023/10/30 00:00:00,98,A,PUERTO VALLARTA,,2647
81571,1838757,REGULAR,RED ROBIN,,5000 SHELBYVILLE RD,,LOUISVILLE,KY,40207,FOOD SERVICE,2024/04/15 00:00:00,97,A,RED ROBIN,,2648
85102,1853544,REGULAR,FRESH MARKET #97,,1805 RUDY LN,,LOUISVILLE,KY,40207,"RETAIL-FOOD  10,001 SQ FT OR OVER",2024/06/06 00:00:00,100,A,FRESH MARKET #97,,2649
78595,1791296,REGULAR,WALMART #4450,,12981 SHELBYVILLE RD,,LOUISVILLE,KY,40223,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/09/26 00:00:00,99,A,WALMART #4450,,2650
82484,1875007,REGULAR,STRIKE ZONE,,911 PHILLIPS LN,,LOUISVILLE,KY,40209,FOOD SERVICE,2024/08/21 00:00:00,98,A,STRIKE ZONE,,2651
84024,1851682,REGULAR,RAINBOW BLOSSOM,,3046 BARDSTOWN RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/05/31 00:00:00,98,,RAINBOW BLOSSOM,,2652
83179,1872793,REGULAR,PUERTO VALLARTA,,7813 BEULAH CHURCH RD,,LOUISVILLE,KY,40228,FOOD SERVICE,2024/08/16 00:00:00,98,A,PUERTO VALLARTA,,2653
81787,1814210,REGULAR,OUTER LOOP CHILD CARE,,7612 SHEPHERDSVILLE RD,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/12/22 00:00:00,100,A,OUTER LOOP CHILD CARE,,2654
85102,1853545,REGULAR,FRESH MARKET #97,,1805 RUDY LN,,LOUISVILLE,KY,40207,"RETAIL-FOOD  10,001 SQ FT OR OVER",2024/06/06 00:00:00,100,,FRESH MARKET #97,,2655
78595,1791297,REGULAR,WALMART #4450,,12981 SHELBYVILLE RD,,LOUISVILLE,KY,40223,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/09/26 00:00:00,97,,WALMART #4450,,2656
82493,1793050,REGULAR,DISMAS CHARITIES OF LOUISVILLE,,124 W OAK ST,,LOUISVILLE,KY,40203,FOOD SERVICE,2023/10/02 00:00:00,98,A,DISMAS CHARITIES OF LOUISVILLE,,2657
84063,1816077,REGULAR,ZANZABAR,,2100 S PRESTON ST,,LOUISVILLE,KY,40217,FOOD SERVICE,2024/01/04 00:00:00,95,A,ZANZABAR,,2658
83187,1817642,REGULAR,BROOK HOSPITAL DUPONT,,1405 BROWNS LN,,LOUISVILLE,KY,40207,FOOD SERVICE,2024/01/11 00:00:00,100,A,BROOK HOSPITAL DUPONT,,2659
85263,1820855,REGULAR,PATRICK O'SHEAS,,123 W MAIN ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2024/01/26 00:00:00,98,A,PATRICK O'SHEAS,,2660
78595,1831169,REGULAR,WALMART #4450,,12981 SHELBYVILLE RD,,LOUISVILLE,KY,40223,"RETAIL-FOOD  10,001 SQ FT OR OVER",2024/03/12 00:00:00,98,A,WALMART #4450,,2661
81787,1857787,REGULAR,OUTER LOOP CHILD CARE,,7612 SHEPHERDSVILLE RD,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2024/06/21 00:00:00,99,A,OUTER LOOP CHILD CARE,,2662
83187,1860892,REGULAR,BROOK HOSPITAL DUPONT,,1405 BROWNS LN,,LOUISVILLE,KY,40207,FOOD SERVICE,2024/07/02 00:00:00,100,A,BROOK HOSPITAL DUPONT,,2663
84063,1862210,REGULAR,ZANZABAR,,2100 S PRESTON ST,,LOUISVILLE,KY,40217,FOOD SERVICE,2024/07/09 00:00:00,97,A,ZANZABAR,,2664
82493,1829059,REGULAR,DISMAS CHARITIES OF LOUISVILLE,,124 W OAK ST,,LOUISVILLE,KY,40203,FOOD SERVICE,2024/03/04 00:00:00,100,A,DISMAS CHARITIES OF LOUISVILLE,,2665
83233,1807979,REGULAR,GRAB N GO,,3110 ROCKFORD LN,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/11/29 00:00:00,94,A,GRAB N GO,,2666
81788,1797968,REGULAR,WING STATION,,2119 CRUMS LN,,LOUISVILLE,KY,40216,FOOD SERVICE,2023/10/19 00:00:00,93,A,WING STATION,,2667
84064,1816943,REGULAR,SUBWAY,,3006 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,2024/01/09 00:00:00,98,A,SUBWAY,,2668
85263,1866801,REGULAR,PATRICK O'SHEAS,,123 W MAIN ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2024/07/25 00:00:00,96,A,PATRICK O'SHEAS,,2669
78595,1831170,REGULAR,WALMART #4450,,12981 SHELBYVILLE RD,,LOUISVILLE,KY,40223,"RETAIL-FOOD  10,001 SQ FT OR OVER",2024/03/12 00:00:00,93,,WALMART #4450,,2670
82493,1877589,REGULAR,DISMAS CHARITIES OF LOUISVILLE,,124 W OAK ST,,LOUISVILLE,KY,40203,FOOD SERVICE,2024/09/05 00:00:00,100,A,DISMAS CHARITIES OF LOUISVILLE,,2671
83233,1807980,REGULAR,GRAB N GO,,3110 ROCKFORD LN,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/11/29 00:00:00,100,,GRAB N GO,,2672
81788,1825335,COMPLAINT,WING STATION,,2119 CRUMS LN,,LOUISVILLE,KY,40216,FOOD SERVICE,2023/10/19 00:00:00,0,,WING STATION,,2673
84064,1860374,REGULAR,SUBWAY,,3006 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,2024/07/01 00:00:00,98,A,SUBWAY,,2674
85264,1805587,REGULAR,DIFABIO'S CASAPELA,,2311 FRANKFORT AVE,,LOUISVILLE,KY,40206,FOOD SERVICE,2023/11/17 00:00:00,100,A,DIFABIO'S CASAPELA,,2675
78595,1881752,REGULAR,WALMART #4450,,12981 SHELBYVILLE RD,,LOUISVILLE,KY,40223,"RETAIL-FOOD  10,001 SQ FT OR OVER",2024/09/19 00:00:00,97,A,WALMART #4450,,2676
82496,1816951,REGULAR,CHRISTI'S CAFE,,12810 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2024/01/09 00:00:00,97,A,CHRISTI'S CAFE,,2677
83233,1860765,REGULAR,GRAB N GO,,3110 ROCKFORD LN,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/07/02 00:00:00,97,A,GRAB N GO,,2678
81788,1825336,FOLLOWUP,WING STATION,,2119 CRUMS LN,,LOUISVILLE,KY,40216,FOOD SERVICE,2023/11/17 00:00:00,0,,WING STATION,,2679
84135,1851768,REGULAR,WOODS OF ST THOMAS CLUB,,6701 FALLEN LEAF CIRCLE,,LOUISVILLE,KY,40241,FOOD SERVICE,2024/05/30 00:00:00,97,A,WOODS OF ST THOMAS CLUB,,2680
85264,1862790,REGULAR,DIFABIO'S CASAPELA,,2311 FRANKFORT AVE,,LOUISVILLE,KY,40206,FOOD SERVICE,2024/07/09 00:00:00,100,A,DIFABIO'S CASAPELA,,2681
78595,1881753,REGULAR,WALMART #4450,,12981 SHELBYVILLE RD,,LOUISVILLE,KY,40223,"RETAIL-FOOD  10,001 SQ FT OR OVER",2024/09/19 00:00:00,96,,WALMART #4450,,2682
82496,1867805,REGULAR,CHRISTI'S CAFE,,12810 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2024/07/30 00:00:00,93,C,CHRISTI'S CAFE,,2683
83233,1860767,REGULAR,GRAB N GO,,3110 ROCKFORD LN,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/07/02 00:00:00,97,,GRAB N GO,,2684
81788,1847238,REGULAR,WING STATION,,2119 CRUMS LN,,LOUISVILLE,KY,40216,FOOD SERVICE,2024/05/14 00:00:00,95,A,WING STATION,,2685
84135,1869759,REGULAR,WOODS OF ST THOMAS CLUB,,6701 FALLEN LEAF CIRCLE,,LOUISVILLE,KY,40241,FOOD SERVICE,2024/08/06 00:00:00,99,A,WOODS OF ST THOMAS CLUB,,2686
85306,1834589,REGULAR,LUCKY FOOD MART,,5050 BILLTOWN RD,,LOUISVILLE,KY,40299,PRE-PACKAGED RETAIL,2024/03/28 00:00:00,97,,LUCKY FOOD MART,,2687
82496,1869750,REGULAR,CHRISTI'S CAFE,,12810 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2024/08/06 00:00:00,100,A,CHRISTI'S CAFE,,2688
85484,1812267,REGULAR,TUSCANY ITALIAN RESTAURANT,,165 OUTER LOOP STE 118,,LOUISVILLE,KY,40214,FOOD SERVICE,2023/12/15 00:00:00,98,A,TUSCANY ITALIAN RESTAURANT,,2689
78692,1795916,REGULAR,ROOSTERS,,7405 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,2023/10/11 00:00:00,97,A,ROOSTERS,,2690
81883,1814239,REGULAR,PARKTOWER CAFE,,4000 KRESGE WAY,,LOUISVILLE,KY,40207,FOOD SERVICE,2023/12/22 00:00:00,100,A,PARKTOWER CAFE,,2691
83344,1800955,REGULAR,QUILLS COFFEE,,930 BAXTER AVE,,LOUISVILLE,KY,40204,FOOD SERVICE,2023/10/30 00:00:00,99,A,QUILLS COFFEE,,2692
84188,1822008,REGULAR,ICELAND SPORTS COMPLEX CONCESSION,,1701 UPS DRIVE,,LOUISVILLE,KY,40223,FOOD SERVICE,2024/01/31 00:00:00,100,A,ICELAND SPORTS COMPLEX CONCESSION,,2693
81883,1855520,REGULAR,PARKTOWER CAFE,,4000 KRESGE WAY,,LOUISVILLE,KY,40207,FOOD SERVICE,2024/06/13 00:00:00,100,A,PARKTOWER CAFE,,2694
82537,1802951,REGULAR,FRANCO'S RESTAURANT,,3300 DIXIE HWY,,LOUISVILLE,KY,40216,FOOD SERVICE,2023/11/07 00:00:00,93,A,FRANCO'S RESTAURANT,,2695
83344,1855265,REGULAR,QUILLS COFFEE,,930 BAXTER AVE,,LOUISVILLE,KY,40204,FOOD SERVICE,2024/06/12 00:00:00,98,A,QUILLS COFFEE,,2696
78692,1837358,REGULAR,ROOSTERS,,7405 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,2024/04/09 00:00:00,99,A,ROOSTERS,,2697
85484,1856800,REGULAR,TUSCANY ITALIAN RESTAURANT,,165 OUTER LOOP STE 118,,LOUISVILLE,KY,40214,FOOD SERVICE,2024/06/18 00:00:00,95,A,TUSCANY ITALIAN RESTAURANT,,2698
84188,1866497,REGULAR,ICELAND SPORTS COMPLEX CONCESSION,,1701 UPS DRIVE,,LOUISVILLE,KY,40223,FOOD SERVICE,2024/07/24 00:00:00,96,A,ICELAND SPORTS COMPLEX CONCESSION,,2699
81888,1840068,REGULAR,BURGER BOY,,1450 S BROOK ST,,LOUISVILLE,KY,40208,FOOD SERVICE,2024/04/22 00:00:00,94,A,BURGER BOY,,2700
82537,1851191,REGULAR,FRANCO'S RESTAURANT,,3300 DIXIE HWY,,LOUISVILLE,KY,40216,FOOD SERVICE,2024/05/29 00:00:00,92,A,FRANCO'S RESTAURANT,,2701
83391,1814750,REGULAR,SUBWAY #35147,,175 OUTER LOOP,,LOUISVILLE,KY,40214,FOOD SERVICE,2023/12/29 00:00:00,95,A,SUBWAY #35147,,2702
78705,1805248,REGULAR,SAVE-A-LOT,,5747 PRESTON HWY,,LOUISVILLE,KY,40219,SUPERMARKET WITH PROCESSING,2023/11/16 00:00:00,97,,SAVE-A-LOT,,2703
85487,1815867,COMPLAINT,PINA FIESTA MEXICAN GRILL,,7895 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,2023/12/05 00:00:00,0,,PINA FIESTA MEXICAN GRILL,,2704
84286,1794284,REGULAR,SHIRAZ MEDITERRANEAN GRILL,,3501 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,FOOD SERVICE,2023/10/05 00:00:00,98,A,SHIRAZ MEDITERRANEAN GRILL,,2705
81888,1802753,REGULAR,BURGER BOY,,1450 S BROOK ST,,LOUISVILLE,KY,40208,FOOD SERVICE,2023/11/06 00:00:00,94,A,BURGER BOY,,2706
82538,1808720,REGULAR,TRINITY HS HARRY JANSING STADIUM,,4011 SHELBYVILLE RD,,LOUISVILLE,KY,40207,FOOD SERVICE,2023/12/01 00:00:00,100,A,TRINITY HS HARRY JANSING STADIUM,,2707
83391,1863112,REGULAR,SUBWAY #35147,,175 OUTER LOOP,,LOUISVILLE,KY,40214,FOOD SERVICE,2024/07/11 00:00:00,97,A,SUBWAY #35147,,2708
78775,1800423,REGULAR,FARMER ELEMENTARY SCHOOL,,6405 GELHAUS LN,,LOUISVILLE,KY,40299,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/27 00:00:00,100,A,FARMER ELEMENTARY SCHOOL,,2709
85487,1815868,FOLLOWUP,PINA FIESTA MEXICAN GRILL,,7895 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,2023/12/14 00:00:00,0,,PINA FIESTA MEXICAN GRILL,,2710
84286,1848932,REGULAR,SHIRAZ MEDITERRANEAN GRILL,,3501 POPLAR LEVEL RD,,LOUISVILLE,KY,40213,FOOD SERVICE,2024/05/20 00:00:00,98,A,SHIRAZ MEDITERRANEAN GRILL,,2711
81980,1795019,REGULAR,WHIZ KIDZ ACADEMY,,10634 WATTERSON TRAIL,,LOUISVILLE,KY,40299,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/10/09 00:00:00,100,A,WHIZ KIDZ ACADEMY,,2712
82538,1847934,REGULAR,TRINITY HS HARRY JANSING STADIUM,,4011 SHELBYVILLE RD,,LOUISVILLE,KY,40207,FOOD SERVICE,2024/05/16 00:00:00,100,A,TRINITY HS HARRY JANSING STADIUM,,2713
83409,1802210,REGULAR,SPORTS & SOCIAL CLUB,,427 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/11/01 00:00:00,98,A,SPORTS & SOCIAL CLUB,,2714
78775,1840329,REGULAR,FARMER ELEMENTARY SCHOOL,,6405 GELHAUS LN,,LOUISVILLE,KY,40299,SCHOOL CAFETERIA OR FOOD SERVICE,2024/04/19 00:00:00,100,A,FARMER ELEMENTARY SCHOOL,,2715
83409,1853582,REGULAR,SPORTS & SOCIAL CLUB,,427 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2024/06/06 00:00:00,98,A,SPORTS & SOCIAL CLUB,,2716
85487,1809943,REGULAR,PINA FIESTA MEXICAN GRILL,,7895 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,2023/12/05 00:00:00,95,A,PINA FIESTA MEXICAN GRILL,,2717
83411,1807283,REGULAR,DONGAR FOOD MART,,1401 LEXINGTON RD,,LOUISVILLE,KY,40206,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/11/22 00:00:00,100,A,DONGAR FOOD MART,,2718
81980,1837109,REGULAR,WHIZ KIDZ ACADEMY,,10634 WATTERSON TRAIL,,LOUISVILLE,KY,40299,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2024/04/08 00:00:00,100,A,WHIZ KIDZ ACADEMY,,2719
82543,1836084,REGULAR,MCDONALD'S,,4306 BARDSTOWN RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2024/04/03 00:00:00,99,A,MCDONALD'S,,2720
85487,1857189,REGULAR,PINA FIESTA MEXICAN GRILL,,7895 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,2024/06/17 00:00:00,97,A,PINA FIESTA MEXICAN GRILL,,2721
83411,1807284,REGULAR,DONGAR FOOD MART,,1401 LEXINGTON RD,,LOUISVILLE,KY,40206,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/11/22 00:00:00,100,,DONGAR FOOD MART,,2722
78778,1819370,REGULAR,STOPHER ELEMENTARY,,14417 AIKEN RD,,LOUISVILLE,KY,40245,SCHOOL CAFETERIA OR FOOD SERVICE,2024/01/22 00:00:00,100,A,STOPHER ELEMENTARY,,2723
84290,1821292,REGULAR,SOUTHERN BAPTIST THEOLOGICAL SEMINARY-DINING ROOM,,2825 LEXINGTON RD,,LOUISVILLE,KY,40207,FOOD SERVICE,2024/01/29 00:00:00,99,A,SOUTHERN BAPTIST THEOLOGICAL SEMINARY-DINING ROOM,,2724
78778,1875236,REGULAR,STOPHER ELEMENTARY,,14417 AIKEN RD,,LOUISVILLE,KY,40245,SCHOOL CAFETERIA OR FOOD SERVICE,2024/08/27 00:00:00,100,A,STOPHER ELEMENTARY,,2725
85493,1832308,REGULAR,SHORTY'S FOOD MART #3,,2133 DIXIE HWY,,LOUISVILLE,KY,40210,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/03/18 00:00:00,96,A,SHORTY'S FOOD MART #3,,2726
82543,1806030,REGULAR,MCDONALD'S,,4306 BARDSTOWN RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2023/11/20 00:00:00,97,A,MCDONALD'S,,2727
82132,1856408,REGULAR,FINE STOP,,4114 HAZELWOOD AVE,,LOUISVILLE,KY,40215,SUPERMARKET WITH PROCESSING,2024/06/17 00:00:00,97,,FINE STOP,,2728
84290,1867862,REGULAR,SOUTHERN BAPTIST THEOLOGICAL SEMINARY-DINING ROOM,,2825 LEXINGTON RD,,LOUISVILLE,KY,40207,FOOD SERVICE,2024/07/29 00:00:00,99,A,SOUTHERN BAPTIST THEOLOGICAL SEMINARY-DINING ROOM,,2729
83411,1864892,REGULAR,DONGAR FOOD MART,,1401 LEXINGTON RD,,LOUISVILLE,KY,40206,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/07/18 00:00:00,94,A,DONGAR FOOD MART,,2730
78779,1814738,REGULAR,COOKIE PLACE,,7900 SHELBYVILLE RD,,LOUISVILLE,KY,40222,PRE-PACKAGED RETAIL,2023/12/29 00:00:00,100,,COOKIE PLACE,,2731
85493,1832309,REGULAR,SHORTY'S FOOD MART #3,,2133 DIXIE HWY,,LOUISVILLE,KY,40210,"RETAIL-FOOD  10,000 SQ FT OR LESS",2024/03/18 00:00:00,97,,SHORTY'S FOOD MART #3,,2732
82543,1879473,REGULAR,MCDONALD'S,,4306 BARDSTOWN RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2024/09/12 00:00:00,98,A,MCDONALD'S,,2733
